EventID , Time , Latitude , Longitude , Depth/km , Author , Catalog , Contributor , ContributorID , MagType , Magnitude , MagAuthor , EventLocationName
11591356,2022-08-25T03:21:30,-4.7217,101.7512,35,us,NEIC PDE,us,us7000i285,mb,5,us,"SOUTHERN SUMATRA, INDONESIA"
11592497,2022-08-28T17:04:39,-1.0764,98.5483,16.793,us,NEIC PDE,us,us7000i34y,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11592579,2022-08-28T22:34:36,-1.0408,98.6445,37.016,"us,pt",NEIC PDE,us,"pt22240000,us7000i37c",Mww,5.7,us,"SOUTHERN SUMATRA, INDONESIA"
11592649,2022-08-29T03:29:13,-0.9925,98.6033,17,"us,usauto,pt,at",NEIC PDE,us,"at00rhcxov,us7000i38s,pt22241000,usauto7000i38s",mww,6.2,us,"SOUTHERN SUMATRA, INDONESIA"
11595789,2022-08-29T03:35:42,-1.0508,98.5875,17.567,us,NEIC PDE,us,us7000i5ps,mb,4.7,us,"SOUTHERN SUMATRA, INDONESIA"
11592753,2022-08-29T11:01:11,-1.018,98.6831,20.73,us,NEIC PDE,us,us7000i3bu,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11592758,2022-08-29T11:11:48,-1.0575,98.6699,20.596,us,NEIC PDE,us,us7000i3bw,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11592760,2022-08-29T11:28:27,-1.22,98.4507,16.453,us,NEIC PDE,us,us7000i3c0,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11592762,2022-08-29T11:44:10,-1.1601,98.5598,19.114,us,NEIC PDE,us,us7000i3c1,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11596591,2022-08-29T12:35:31,-1.0759,98.619,19.55,us,NEIC PDE,us,us7000i5q6,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11592771,2022-08-29T12:44:19,-1.1345,98.5391,18.54,us,NEIC PDE,us,us7000i3cc,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11595622,2022-08-29T13:09:53,-0.9764,98.6319,20.899,us,NEIC PDE,us,us7000i5q8,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11600840,2022-09-03T05:04:13,-1.2152,98.3192,14.13,us,NEIC PDE,us,us6000iig0,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11594860,2022-09-04T08:52:13,-5.0652,102.8928,55.021,us,NEIC PDE,us,us7000i531,mb,5.1,us,"SOUTHERN SUMATRA, INDONESIA"
11596024,2022-09-07T18:09:36,-3.2057,101.4444,47.046,us,NEIC PDE,us,us6000ihx6,Mww,5.4,us,"SOUTHERN SUMATRA, INDONESIA"
11596368,2022-09-08T17:52:49,-4.2333,102.2088,56.123,us,NEIC PDE,us,us6000ii8h,mb,4.8,us,"SOUTHERN SUMATRA, INDONESIA"
11596883,2022-09-10T06:03:13,-2.3603,100.6472,50.366,us,NEIC PDE,us,us6000iimq,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11597035,2022-09-10T23:10:43,-1.149,98.654,20,"us,usauto,pt,at",NEIC PDE,us,"pt22253001,at00ri0odw,usauto6000iisb,us6000iisb",Mww,6,us,"SOUTHERN SUMATRA, INDONESIA"
11597038,2022-09-10T23:24:00,-1.2041,98.618,10,us,NEIC PDE,us,us6000iisl,mb,5.7,us,"SOUTHERN SUMATRA, INDONESIA"
11600181,2022-09-11T03:29:33,-1.2357,98.4834,10,us,NEIC PDE,us,us7000i99r,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11606870,2022-09-11T06:28:41,-1.1982,98.5927,19.316,us,NEIC PDE,us,us7000i99p,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11601830,2022-09-11T18:24:01,-1.2506,98.5854,18.992,us,NEIC PDE,us,us7000i77x,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11597648,2022-09-13T11:18:03,-5.5784,104.241,92.148,us,NEIC PDE,us,us7000i7lh,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11598397,2022-09-15T15:24:49,-2.0335,99.6279,22.018,us,NEIC PDE,us,us7000i8az,Mww,4.8,us,"SOUTHERN SUMATRA, INDONESIA"
11599694,2022-09-19T19:16:25,-5.5141,102.8814,37.543,us,NEIC PDE,us,us7000i9cg,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11600195,2022-09-20T22:25:01,-1.1959,98.5697,19.227,us,NEIC PDE,us,us7000i9n5,mb,5,us,"SOUTHERN SUMATRA, INDONESIA"
11603689,2022-09-29T12:56:31,-5.4521,102.7025,39.809,us,NEIC PDE,us,us6000ipc0,mb,4.5,us,"SOUTHERN SUMATRA, INDONESIA"
11604107,2022-10-01T13:50:16,-3.8325,101.8353,60.652,us,NEIC PDE,us,us6000ipzr,mb,4.9,us,"SOUTHERN SUMATRA, INDONESIA"
11605482,2022-10-04T20:14:44,-4.8994,104.2551,117.641,us,NEIC PDE,us,us6000iqug,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11616097,2022-10-06T08:14:54,-3.4193,102.3837,108.524,us,NEIC PDE,us,us6000isz8,mb,4,us,"SOUTHERN SUMATRA, INDONESIA"
11613155,2022-10-08T08:26:12,-1.6068,101.6593,222.578,us,NEIC PDE,us,us6000itcj,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11610139,2022-10-12T03:55:39,-1.5178,99.8911,40,us,NEIC PDE,us,us6000iujc,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11609194,2022-10-14T17:40:42,-3.7635,103.68,11.291,us,NEIC PDE,us,us6000itpt,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11610669,2022-10-20T02:26:44,-5.1506,102.3957,35,us,NEIC PDE,us,us6000iv1l,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11613828,2022-10-23T14:00:57,-0.1947,99.7666,10.522,us,NEIC PDE,us,us7000ikqq,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11615048,2022-10-31T11:46:15,-2.5637,100.716,37.936,us,NEIC PDE,us,us7000ilgm,mb,4.1,us,"SOUTHERN SUMATRA, INDONESIA"
11619709,2022-11-11T11:39:29,-3.7365,100.5702,10,us,NEIC PDE,us,us7000ip19,mb,5,us,"SOUTHERN SUMATRA, INDONESIA"
11625475,2022-11-16T09:22:44,-5.3485,102.3662,29.808,us,NEIC PDE,us,us7000iq39,mb,5.1,us,"SOUTHERN SUMATRA, INDONESIA"
11626187,2022-11-20T18:44:26,-4.3783,101.9274,10,us,NEIC PDE,us,us7000is52,mb,4,us,"SOUTHERN SUMATRA, INDONESIA"
11628650,2022-11-25T13:25:28,-3.0941,100.9204,45.435,us,NEIC PDE,us,us6000j5th,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11625766,2022-11-26T00:10:53,-2.2952,101.9871,167.887,us,NEIC PDE,us,us7000isgj,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11626159,2022-11-27T11:37:26,-1.697,99.935,39.819,us,NEIC PDE,us,us7000isqv,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11638634,2022-11-28T06:59:36,-5.211,102.3395,29.102,us,NEIC PDE,us,us6000j6bl,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11632401,2022-12-01T00:09:32,-2.1324,100.6292,75.853,us,NEIC PDE,us,us6000j7d1,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11634746,2022-12-16T21:38:32,-3.3182,102.9661,190.378,us,NEIC PDE,us,us6000j9ur,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11638952,2022-12-17T19:55:41,-4.5697,103.1582,95.712,us,NEIC PDE,us,us7000j0fr,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
11635461,2022-12-18T19:07:11,-2.895,99.3826,10,us,NEIC PDE,us,us6000ja6m,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11635577,2022-12-19T05:50:15,-5.4618,104.5225,113.937,us,NEIC PDE,us,us6000ja8n,mb,5.1,us,"SOUTHERN SUMATRA, INDONESIA"
11642462,2022-12-25T12:42:23,-4.7899,102.4446,43.616,us,NEIC PDE,us,us7000j2jk,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11644559,2023-01-01T04:09:32,-4.7803,102.7675,63.787,us,NEIC PDE,us,us7000j3xm,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11641370,2023-01-04T03:22:06,-1.0388,98.303,14.935,us,NEIC PDE,us,us7000j1zs,mb,4.6,us,"SOUTHERN SUMATRA, INDONESIA"
11646360,2023-01-07T06:50:18,-0.1516,98.4365,30.796,us,NEIC PDE,us,us7000j4xc,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11649811,2023-01-10T23:35:02,-5.518,102.8032,34.727,us,NEIC PDE,us,us7000j5k0,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11644920,2023-01-13T22:41:02,-4.9854,103.1456,68.772,us,NEIC PDE,us,us7000j4a4,Mww,5.3,us,"SOUTHERN SUMATRA, INDONESIA"
11649167,2023-01-14T19:28:12,-3.8072,101.3371,48.613,us,NEIC PDE,us,us7000j6d9,mb,4.2,us,"SOUTHERN SUMATRA, INDONESIA"
11649859,2023-01-17T04:50:45,-1.8101,99.6227,35,us,NEIC PDE,us,us6000jj6z,mb,4.3,us,"SOUTHERN SUMATRA, INDONESIA"
11652404,2023-01-19T19:05:06,-0.0559,98.4494,61.761,us,NEIC PDE,us,us6000jji0,mb,4.4,us,"SOUTHERN SUMATRA, INDONESIA"
